Start Station Name,Start Station Latitude,Start Station Longitude,Number of trips
Knickerbocker Ave & Halsey St,40.69300000000001,-73.90824,4523
Harman St & Seneca Ave,40.70577,-73.91292,4498
34 Ave & 48 St,40.75388,-73.914952,4496
Lexington Ave & E 128 St,40.806414,-73.93608499999998,4490
Willoughby Ave & Tompkins Ave,40.694254,-73.946269,4486
18 St & 27 Ave,40.772768286288304,-73.9274364709854,4468
Kane St & Clinton St,40.686175,-73.996452,4463
N 11 St & Kent Ave,40.722481,-73.95921899999998,4445
W 168th S & Fort Washington Ave,40.84210236102173,-73.94223958253859,4433
Hancock St & Bedford Ave,40.68216500000001,-73.95399,4424
Park Ave & St Edwards St,40.69608941,-73.97803415,4414
Henry St & Degraw St,40.684751,-73.999172,4411
Steinway St & Broadway,40.759057,-73.918975,4410
14 St & 5 Ave,40.666287,-73.98895,4409
Brook Ave & E 138 St,40.807408,-73.91924,4383
Warren St & Court St,40.686371,-73.993833,4381
Vernon Blvd & 41 Rd,40.7552433,-73.94856779999998,4378
Park Pl & Franklin Ave,40.67418,-73.95649399999998,4372
24 St & 38 Ave,40.756351,-73.936515,4371
Bond St & Bergen St,40.684966,-73.986207,4353
Nassau St & Navy St,40.698398,-73.980689,4351
W 160 St & St. Nicholas Ave,40.834468,-73.939865,4348
West St & Chambers St,40.717548,-74.013221,4346
Broadway & Whipple St,40.70166500000001,-73.94373,4326
Willoughby Ave & Walworth St,40.693317,-73.953819,4312
Broadway & W 49 St,40.760683,-73.984527,4308
Knickerbocker Ave & Cooper St,40.69081,-73.90448,4300
7 Ave & Central Park South,40.766741,-73.979069,4288
St James Pl & Pearl St,40.711174,-74.000165,4287
Putnam Ave & Throop Ave,40.685153,-73.94111,4280
36 Ave & 10 St,40.7614376,-73.9411265,4278
India St Pier,40.731734,-73.961239,4278
34 St & 35 Ave,40.75693320000001,-73.92622309999999,4263
Broadway & W 168 St,40.840896031930406,-73.93972098827362,4260
Smith St & 3 St,40.678724,-73.99599,4253
Madison St & Woodward Ave,40.70408,-73.90408000000002,4234
53 St & 4 Ave,40.644862,-74.014531,4213
Grand Concourse & E 167 St,40.834263,-73.917641,4205
E 106 St & 1 Ave,40.78925200000001,-73.939562,4201
3 St & Hoyt St,40.6777287,-73.99364123,4196
Water St & Gouverneur Ln,40.70469667894968,-74.00803416967392,4193
E 102 St & Park Ave,40.790482,-73.95033000000002,4182
16th St & 4th Ave,40.666197,-73.99246600000002,4173
Prospect Pl & 6 Ave,40.67933,-73.975195,4171
Lewis Ave & Kosciuszko St,40.69237,-73.937054,4170
Washington Ave & E 163 St,40.824,-73.91089000000002,4161
Lenox Ave & W 146 St,40.821111,-73.935971,4150
Wilson Ave & Moffat St,40.68906,-73.90505999999998,4132
Lewis Ave & Decatur St,40.681459,-73.934903,4122
43 St & Broadway,40.7577284,-73.9166368,4117
1 Pl & Clinton St,40.680959,-73.999057,4114
Putnam Ave & Wyckoff Ave,40.69811,-73.90904,4108
Clinton St & 4 Place,40.678356,-74.00014499999997,4101
35 St & 34 Ave,40.7580583,-73.92427509999997,4098
Flushing Ave & Woodward Ave,40.71246,-73.91873000000002,4092
Laight St & Hudson St,40.721853,-74.007717,4091
E 67 St & Park Ave,40.7678,-73.96592,4086
31 St & Thomson Ave,40.74469738,-73.93540375,4084
Ft. Hamilton Pkwy & E 5 St,40.649037,-73.97673,4081
Rogers Ave & Sterling St,40.663061,-73.953874,4078
Adam Clayton Powell Blvd & W 115 St,40.802535,-73.953242,4071
Wadsworth Ave & W 175 St,40.846052,-73.937648,4070
Southpoint Park,40.75370225419114,-73.95865201950072,4070
Nagle Ave & Thayer St,40.861382,-73.925591,4069
Frederick Douglass Blvd & W 139 St,40.81900581806558,-73.94476890563966,4068
21 St & 21 Ave,40.782465,-73.914527,4068
Caton Ave & E 10 St,40.648481,-73.97058,4066
Broadway & W 185 St,40.852538,-73.93441,4062
River Ave & E 153 St,40.82441,-73.92818,4056
Broadway\t& W 48 St,40.76017739537782,-73.98486793041229,4054
Boerum St & Broadway,40.70538,-73.949765,4053
Vernon Blvd & 47 Rd,40.744906,-73.953457,4035
7 St & 5 Ave,40.670492,-73.985416,4028
Broadway & W 220 St,40.872412,-73.912807,4024
Division Ave & Marcy Ave,40.70708701,-73.95796783,4022
Court St & Nelson St,40.676394,-73.998698,4016
Bergen St & 4 Ave,40.682564,-73.979897,4012
31 Ave & Crescent St,40.76583400000001,-73.926547,4000
Grand Concourse & E 161 St,40.827133804235565,-73.9227358996868,3998
3 St & 3 Ave,40.67507,-73.987752,3993
31 Ave & Steinway St,40.761148,-73.917007,3989
34 St & 38 Ave,40.752443,-73.929737,3986
Division Ave & Hooper St,40.706842,-73.954435,3983
Broadway & Moylan Pl,40.814325,-73.959025,3978
Carroll St & Bond St,40.678611,-73.990372,3967
Amsterdam Ave & W 152 St,40.829523,-73.94427900000002,3962
Westchester Ave & Jackson Ave,40.816124,-73.908116,3940
Greene Ave & Grandview Ave,40.709697,-73.90785600000002,3937
Clinton Ave & Flushing Ave,40.69794,-73.969868,3921
Menahan St & Wyckoff Ave,40.70113,-73.91422,3920
Hart St & Wyckoff Ave,40.704876,-73.919911,3901
Kosciuszko St & Nostrand Ave,40.690725,-73.951334,3894
36 Ave & 31 St,40.756512,-73.929574,3886
5 Ave & E 72 St,40.772828,-73.966853,3885
Frost St & Debevoise Ave,40.71882,-73.93948,3883
Stewart Ave & Johnson Ave,40.70869,-73.92586999999997,3881
7 Ave & 40 St,40.648169,-74.000057,3876
34th Ave & Vernon Blvd,40.76535380385866,-73.93986314535141,3874
Avenue D & E 8 St,40.72387,-73.975767,3873
Harrison Pl & Porter Ave,40.70686,-73.92851,3868
Richardson St & N Henry St,40.719078,-73.942236,3861
Dyckman St & Henshaw St,40.867357,-73.92936,3858
Pierrepont St & Monroe Pl,40.695356,-73.99344,3842
34 Ave & 31 St,40.759604471387945,-73.9271441102028,3837
Lorimer St & Broadway,40.70411791,-73.94818595,3837
E 157 St & River Ave,40.825737,-73.927311,3824
Westchester Ave & Southern Blvd,40.824956,-73.891677,3823
E 114 St & 1 Ave,40.794566,-73.936254,3820
Smith St & 9 St,40.674695,-73.997857,3818
Steinway St & 21 Ave,40.774798,-73.903787,3806
31 Ave & 30 St,40.7647,-73.924031,3805
Willis Ave & E 141 St,40.81093,-73.92160600000003,3805
Isham St & Broadway,40.86788,-73.919685,3792
Degraw St & Hoyt St,40.68199,-73.99079,3787
28 Ave & 44 St,40.76408932350689,-73.9106512069702,3782
Centre St & Chambers St,40.712733,-74.004607,3780
E 118 St & Madison Ave,40.801486,-73.94425,3779
Carroll St & Columbia St,40.683045,-74.003485,3778
31 Ave & 14 St,40.7682,-73.9322662,3769
Berkeley Pl & 6 Ave,40.67653,-73.978468,3766
Broadway & 51 St,40.754164,-73.908906,3764
Carroll St & Franklin Ave,40.6679411,-73.9588,3760
Pier 40 - Hudson River Park,40.727714,-74.011296,3754
Bronx Shore Comfort Station,40.80046,-73.92404,3736
E 156 & Brook Ave,40.819823,-73.91241099999998,3726
Southpoint Park,40.753702,-73.958652,3719
30 Ave & 47 St,40.761294,-73.909562,3716
Carroll St & Washington Ave,40.6686744,-73.9618148,3708
W 21 St & 6 Ave,40.74174,-73.994156,3695
Broadway & W 192 St,40.857994,-73.93217299999998,3684
W 171 St & St. Nicholas Ave,40.842941,-73.938631,3679
27 Ave & 9 St,40.7739825,-73.93091340000002,3673
40 Ave & Crescent St,40.7535992020056,-73.93795609474179,3666
Verona Pl & Fulton St,40.680356,-73.94767900000002,3664
Broadway & 12 St,40.7668,-73.93477740000002,3655
E 149 St & Jackson Ave,40.813135,-73.909235,3653
Pitt St & Stanton St,40.71926,-73.98178,3650
Alexander Ave & E 134 St,40.807466,-73.92710699999998,3639
Central Ave & Covert St,40.68929,-73.90951,3636
President St & Henry St,40.6828,-73.999904,3636
46 St & 7 Ave,40.644743,-74.003754,3632
E 118 St & Park Ave,40.8005385,-73.9419949,3623
6 Ave & 12 St,40.666318,-73.985461,3619
50 St & Northern Blvd,40.753441,-73.912402,3618
E 109 St & 3 Ave,40.79329600000001,-73.943208,3614
St. Nicholas Terrace & Convent Ave,40.821294,-73.947868,3598
31 St & Astoria Blvd,40.769917,-73.918405,3593
Grand Concourse & E 164 St,40.829608,-73.921461,3593
Soissons Landing,40.692316,-74.014865,3582
27 Ave & 3 St,40.77485,-73.9342,3582
Columbia St & Degraw St,40.685929,-74.002423,3576
Amsterdam Ave & W 119 St,40.808624,-73.959621,3573
Amsterdam Ave & W 131 St,40.816355,-73.954295,3572
Vernon Blvd & 10 St,40.767186,-73.93735500000003,3566
W 129 St & Convent Ave,40.81439443791581,-73.95324736833571,3564
10 St & 5 Ave,40.668627,-73.987,3550
Willis Ave & Bruckner Blvd,40.805701,-73.925177,3550
Van Brunt St & Wolcott St,40.677342,-74.01275,3545
Steinway St & 28 Ave,40.765625,-73.913669,3544
38 St & 30 Ave,40.764174,-73.915839,3530
Bushwick Ave & Powers St,40.712476,-73.941,3525
Broadway & W 153 St,40.831327,-73.946665,3522
E 142 St & 3 Ave,40.812735,-73.923697,3507
Butler St & Court St,40.684989,-73.994403,3499
Ocean Pkwy & Church Ave,40.64471895763575,-73.97451460361482,3495
Newtown Ave & 23 St,40.771361,-73.924614,3487
E 161 St & Park Ave,40.824811,-73.91640699999998,3483
5 Ave & E 126 St,40.80698,-73.94174699999998,3481
Broadway & W 165 St,40.839137,-73.941409,3476
E 115 St & Madison Ave,40.798944,-73.944846,3468
3 Ave & E 163 St,40.823872,-73.908699,3466
Broadway & W 133 St,40.819034,-73.95615600000002,3451
50 St & 30 Ave,40.760083,-73.907107,3447
Green St & McGuinness Blvd,40.73396,-73.95204,3447
Bleecker St & Crosby St,40.726156,-73.995101,3437
E 17 St & Broadway,40.73705,-73.990093,3436
30 Ave & 21 St,40.77037429999999,-73.9286078,3435
Seaman Ave & Beak St,40.867505,-73.926363,3429
Sherman Ave & Thayer St,40.863124,-73.926994,3426
Eldert St & Bushwick Ave,40.68652,-73.91320999999998,3423
Amsterdam Ave & W 162 St,40.83618,-73.939789,3421
Madison St & Seneca Ave,40.70183,-73.90625,3420
Columbia St & Kane St,40.687631,-74.001625,3416
Columbus Ave & W 103 St,40.796934,-73.964341,3407
Myrtle Ave & Marcy Ave,40.695398,-73.949549,3404
Pinehurst Ave & W 187 St,40.855331,-73.937878,3403
12 Ave & W 40 St,40.760875,-74.00277700000002,3399
35 St & 30 Ave,40.765475,-73.918115,3393
Myrtle Ave & Linden St,40.69943,-73.91337,3391
Sterling St & Bedford Ave,40.662705,-73.956911,3381
Union St & Bedford Ave,40.669178,-73.955416,3372
10 Ave & W 14 St,40.741982,-74.00831600000002,3371
Willoughby Ave & Onderdonk Ave,40.7098,-73.91727,3369
Leonard St & Boerum St,40.705833,-73.946445,3364
Sigourney St & Columbia St,40.67267243410948,-74.00879524648191,3363
Union St & Nevins St,40.679097,-73.987654,3361
46 St & 25 Ave,40.765753,-73.90675999999998,3327
Courtlandt Ave & E 149 St,40.816402,-73.919549,3327
30 St & 4 Ave,40.657743,-74.001141,3325
Commerce St & Van Brunt St,40.68121170000001,-74.00860912,3325
34 Ave & 45 St,40.754795,-73.917014,3320
Crescent St & Ditmars Blvd,40.7787185,-73.9145645,3310
Ft. Hamilton Pkwy & E 2 St,40.648005,-73.979342,3304
21 St & Queens Plaza North,40.753259,-73.94335699999998,3302
Franklin Ave & Myrtle Ave,40.694546,-73.958013,3297
E 149 St & Park Ave,40.818154,-73.925294,3286
Suydam St & St. Nicholas Ave,40.70636,-73.91945,3266
Pleasant Ave & E 120 St,40.797477,-73.931184,3265
Menahan St & Onderdonk Ave,40.70553,-73.9096,3260
Cabrini Blvd & W 177 St,40.848282,-73.941343,3253
Central Ave & Decatur St,40.6882,-73.90798000000002,3239
21 St & 23 Ave,40.778557,-73.919046,3232
35 St & Broadway,40.760339,-73.922242,3216
23 Ave & 27 St,40.776165,-73.9153175,3208
Frederick Douglass Blvd & W 129 St,40.812551,-73.949228,3207
St. Nicholas Ave & W 157 St,40.832314,-73.94102,3203
3 Ave & 14 St,40.6685455,-73.99333264,3190
Caton Ave & E 7 St,40.647718,-73.973663,3175
3 Ave & E 169 St,40.832678,-73.905158,3168
Woodward Ave & Harman St,40.70793,-73.91091999999998,3168
34 Ave & 21 St,40.7628138,-73.9342862,3167
E 147 St & Bergen Ave,40.814673,-73.91839,3166
Prospect Ave & Vanderbilt St,40.653368,-73.976291,3164
Broadway & W 25 St,40.742869,-73.989186,3162
Amsterdam Ave & W 167 St,40.839443,-73.937044,3158
Madison St & Cypress Ave,40.70068,-73.90742,3150
Onderdonk Ave & Gates Ave,40.70413,-73.90737,3149
Linden St & Knickerbocker Ave,40.69714000000001,-73.91566,3144
Clermont Ave & Park Ave,40.695733,-73.971296,3135
Morris Ave & McClellan St,40.831584,-73.9149,3132
Brook Ave & E 148 St,40.814383,-73.915368,3132
Ditmars Blvd & 19 St,40.78145,-73.91833000000003,3129
Onderdonk Ave & Dekalb Ave,40.70863,-73.91497,3127
11 St & 43 Ave,40.7519071,-73.94791190000002,3127
Monroe St & Classon Ave,40.684568,-73.95881,3126
McKibbin St & Manhattan Ave,40.705109,-73.94407199999998,3116
Tiebout Ave & E Fordham Road,40.861915,-73.89483100000002,3102
Stuyvesant Walk & 1 Av Loop,40.732339777151054,-73.97898383438587,3095
3 Ave & E 174 St - Bathgate Vaccination Site,40.84224,-73.8985,3095
Amsterdam Ave & W 156 St,40.832081,-73.942386,3094
4 Ave & 26 St,40.660079,-73.998633,3093
Grand Concourse & E 166 St,40.83196,-73.91956,3089
Central Park West & W 68 St,40.773407,-73.977825,3080
Nostrand Ave & Myrtle Ave,40.69527,-73.952381,3069
45 St & 4 Ave,40.649145,-74.009486,3069
Southern Blvd & E 149 St,40.811892,-73.90419200000002,3064
Broadway & W 122 St,40.812056,-73.961254,3060
7 Ave & 22 St,40.658029,-73.98960500000003,3059
St. Nicholas Ave & W 155 St,40.830663,-73.941323,3059
Crotona Park North & Prospect Ave,40.841092,-73.892317,3059
19 St & 24 Ave,40.777455,-73.92254,3051
5 St & 51 Ave,40.7423737,-73.9566,3048
Broadway & W 142 St,40.824686,-73.951947,3048
Broadway & Ellwood St,40.86205800000001,-73.92971899999998,3042
Fairview Ave & Linden St,40.70694,-73.90632,3035
Hancock St & Wyckoff Ave,40.6972,-73.90674,3025
W 190 St & St. Nicholas Ave,40.854788,-73.929513,3014
49 St & 31 Ave,40.758057,-73.90983100000003,3013
Park Ave & E 162 St,40.825716,-73.915585,3011
Pulaski St & Marcus Garvey Blvd,40.693398,-73.939877,3010
Grand Concourse & East Mount Eden Ave,40.84301,-73.91171999999997,2989
Central Park West & W 72 St,40.775794,-73.976206,2986
Southern Blvd & E 175 St,40.839335,-73.886445,2974
Albemarle Rd & McDonald Ave,40.645074,-73.979681,2960
W 34 St & 11 Ave,40.755942,-74.002116,2955
Lincoln Pl & Classon Ave,40.672168,-73.9609,2952
Broadway & E 14 St,40.734546,-73.990741,2951
E 97 St & 3 Ave,40.78592,-73.94860200000002,2943
Amsterdam Ave & W 175 St,40.844044,-73.933651,2936
55 St & 7 Ave,40.639673,-74.008957,2933
Yankee Ferry Terminal,40.687065,-74.016755,2931
Amsterdam Ave & W 172 St,40.842173,-73.93511099999998,2925
41 St & 4 Ave,40.651354,-74.00716800000002,2918
W 170 St & University Ave,40.84207,-73.926075,2913
E 138 St & Canal St W,40.812304,-73.929153,2912
Lexington Ave & E 120 St,40.801306,-73.93981600000002,2905
Audobon Ave & W 179 St,40.847305,-73.933291,2905
35 St & 23 Ave,40.773015082913815,-73.9111903309822,2905
46 St & 28 Ave,40.763328,-73.90878199999999,2902
2 Ave & E 122 St,40.800672,-73.9349,2902
Southern Blvd & E 174 St,40.836733,-73.88793100000002,2897
Jackson Ave & 46 Rd,40.745247,-73.94733199999997,2895
Tompkins Ave & Hopkins St,40.699576,-73.947084,2894
Dahill Rd & 12 Ave,40.646037,-73.980963,2891
E 150 St & Gerard Ave,40.820089,-73.928947,2890
Vernon Blvd & 31 Ave,40.769247,-73.93545,2885
Frost St & Meeker Ave,40.717661,-73.9488,2884
Ave D & E 8 St,40.723683,-73.975748,2881
48 Ave & 5 St,40.744363,-73.955873,2878
42 Pl & Northern Blvd,40.753091,-73.920603,2866
Halsey St & Evergreen Ave,40.68858,-73.91226999999998,2866
6 Ave & W 33 St,40.749013,-73.988484,2860
3 Ave & E 100 St,40.78772100000001,-73.947283,2857
Moffat St & Bushwick,40.68458,-73.90925,2855
Steinway St & Ditmars Blvd,40.772717,-73.906127,2850
38 St & Northern Blvd,40.752372,-73.925384,2847
W 163 St & Riverside Dr,40.839278,-73.94544599999998,2829
Harlem River Dr & W 155 St,40.830476,-73.939929,2826
Ditmars Blvd & 43 St,40.771203,-73.903865,2822
E 169 St & Webster Ave,40.834015,-73.908863,2817
4 Ave & Shore Road Dr,40.637033,-74.022141,2816
5 St & 6 Ave,40.670483,-73.982089,2804
W 140 St & Riverside Dr,40.824013,-73.95474300000002,2790
21 St & 43 Ave,40.75052534,-73.94594845,2779
Westchester Ave & Longwood Ave,40.819701,-73.90131099999998,2775
Metropolitan Ave & Stewart Ave,40.71401,-73.92793,2772
Lincoln Ave & E 134 St,40.808484,-73.928803,2762
Nagle Ave & Ellwood St,40.86012,-73.928489,2757
Frederick Douglass Blvd & Harlem River Dr,40.830702,-73.936371,2747
Amsterdam Ave & W 183 St,40.84925,-73.93021999999998,2740
Vernon Blvd & 41 Rd,40.755243,-73.94856700000003,2734
Steinway St & 23 Ave,40.7713937,-73.9077436,2731
Edgecombe Ave & W 167 St,40.838191,-73.93608499999998,2724
Menahan St & Seneca Ave,40.70461,-73.91054,2724
Morris Ave & E 142 St,40.814469,-73.924963,2716
Montgomery St & Franklin Ave,40.666439306870814,-73.96055638790129,2716
37 St & 24 Ave,40.7701477,-73.9120938,2711
Van Brunt St & Van Dyke St,40.675832,-74.014726,2707
Bedford Ave & S 9 St,40.70853,-73.964089,2701
Carlton Ave & Park Ave,40.695807,-73.973555,2701
Myrtle Ave & Grove St,40.69905,-73.91516,2700
White St & Johnson Ave,40.707174,-73.93581,2699
1 Ave & E 68 St,40.765005,-73.958185,2698
21 Ave & Shore Blvd,40.783956,-73.916894,2691
Walton Ave & E 168 St,40.83649000000001,-73.918316,2688
57 St & 1 Ave - Brooklyn Army Terminal Vaccination Site,40.646377,-74.023087,2677
River Ave & McClellan St,40.83406,-73.92243,2677
12 Ave & 36 St,40.643546,-73.986418,2676
Willis Ave & E 143 St,40.812299,-73.92036999999998,2673
Ogden Ave & W 165 St,40.834457,-73.928381,2672
Humboldt St & Varet St,40.703172,-73.940636,2668
Bruckner Blvd & Bryant Ave,40.821952,-73.88854599999998,2668
E Tremont Ave & E 176 St,40.847798,-73.901883,2659
21 St & 36 Ave,40.7601853,-73.9362726,2657
E 165 St & Clay Ave,40.82809,-73.91288,2656
E 141 St & St Ann's Ave,40.808633,-73.916124,2641
W 24 St & 7 Ave,40.744876,-73.995299,2636
Throop Ave & Myrtle Ave,40.696229,-73.94371,2635
W 204 St & Vermilyea Ave,40.866141,-73.922648,2633
Dean St & 4 Ave,40.683124,-73.978951,2613
59 St & 4 Ave,40.641269,-74.017651,2604
7 St & 3 Ave,40.67260200000001,-73.98983,2598
34 St & 4 Ave,40.655278,-74.003101,2592
Union Ave & Wallabout St,40.700295,-73.950322,2590
Morris Ave & E 163 St,40.827230499624726,-73.91765579597632,2586
58 St & 2 Ave - Brooklyn Army Terminal Vaccination Site,40.644512,-74.021506,2582
Home St & Westchester Ave,40.827629,-73.886659,2580
Willow Ave & E 133 St,40.800933,-73.913863,2580
31 Ave & 57 St,40.757357,-73.904726,2575
St Mary's St & Jackson Ave,40.808891,-73.91081,2574
Broad St & Water St,40.702937824091656,-74.01149354875088,2572
12 St & 4 Ave,40.668603,-73.990439,2569
Amsterdam Ave & W 180 St,40.847396,-73.931205,2567
E 138 St & Cypress Ave,40.805559,-73.91471800000002,2563
67 St & Ridge Blvd,40.638799,-74.027472,2560
Rockaway Ave & Bainbridge St,40.683199,-73.911666,2559
Newton Rd & 44 St,40.7595701,-73.91426779999998,2556
Shakespeare Ave & W 169 St,40.839312,-73.922423,2555
Longwood Ave & Southern Blvd,40.816343,-73.896447,2550
Concourse Village East & E 158 St,40.823732,-73.919379,2548
Carroll St & Washington Ave,40.668674,-73.961814,2545
5 Ave & 37 St,40.652657,-74.002356,2539
E 3 St & Church Ave,40.643817,-73.97743299999998,2535
Broadway & W 53 St,40.76344,-73.982681,2533
Water - Whitehall Plaza,40.70255,-74.012723,2523
Myrtle Ave & Lewis Ave,40.696819,-73.937569,2510
3 Ave & E 170 St,40.834857,-73.903743,2494
Warren St & Smith St,40.685424,-73.991277,2489
Carmine St & 6 Ave,40.730386,-74.00215,2485
10 Ave & W 207 St,40.864632,-73.918598,2484
Margaret Corbin Plz & Ft Washington Ave,40.859166,-73.933872,2483
Jerome Ave & E Mosholu Parkway S,40.87935,-73.88534,2479
Cleveland Pl & Spring St,40.722104,-73.997249,2478
28 Ave & 35 St,40.7671,-73.916985,2477
Jackson St & Leonard St,40.71638,-73.948212,2472
E 153 St & E 157 St,40.826677,-73.929327,2471
35 Ave & 10 St,40.763154819103725,-73.93985509872438,2469
Jerome Ave & W 193 St,40.86659,-73.89794,2467
Front St & Maiden Ln,40.705309,-74.006125,2466
Gerard Ave & E 146 St,40.817755,-73.92965,2464
Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,2460
E 13 St & Avenue A,40.729667,-73.98068,2452
E 188 St & Creston Ave,40.861669,-73.898589,2444
E 138 St & Grand Concourse,40.813224,-73.930605,2438
Picnic Point,40.685125,-74.02535300000002,2437
Convent Ave & W 151 St,40.82831,-73.942924,2436
E 158 St & Melrose Ave,40.822215,-73.914688,2427
W 22 St & 10 Ave,40.74692,-74.00451899999999,2415
W 4 St & 7 Ave S,40.734011,-74.002939,2414
Sedgwick Ave & W Tremont Ave,40.853157,-73.918214,2413
Crescent St & 35 Ave,40.759627,-73.93214499999998,2412
Bergen Ave & E 152 St,40.817166,-73.914737,2410
Walton Ave & E 171 St,40.840683,-73.91507299999998,2405
St. Ann's Ave & E 144 St,40.811112,-73.914932,2396
3 St & Hoyt St,40.677728,-73.993641,2393
44 St & 6 Ave,40.647105,-74.004483,2378
Broadway & Furman Ave,40.68139,-73.90756,2371
Bushwick Ave & Furman Ave,40.68281,-73.90623000000002,2367
Clinton St & Grand St,40.715595,-73.98703,2360
E 118 St & Park Ave,40.800538,-73.941994,2355
53 St & 2 Ave,40.64744,-74.018846,2348
Nevins St & Schermerhorn St,40.687372476507186,-73.98176059126855,2342
W 186 St & St. Nicholas Ave,40.85225300000001,-73.931308,2338
Prospect Ave & E 167 St,40.826303,-73.898751,2335
5 Ave & E 88 St,40.78307,-73.95939,2334
Jerome Ave & Ogden Ave,40.829797,-73.931015,2333
35 St & 34 Ave,40.758058,-73.924275,2332
E 174 St & Longfellow Ave,40.836274,-73.88430799999998,2328
Grand Concourse & E 171 St,40.839549,-73.913004,2324
46 St & 30 Rd,40.76072,-73.910989,2324
Botanical Sq & Webster Ave,40.86814,-73.88145,2319
Goble Pl & Macombs Rd,40.844075,-73.91725600000002,2316
Ditmars Blvd & 79 St,40.768728,-73.890745,2312
E 123 St & Lexington Ave,40.802926,-73.9379,2307
St. Ann's Av & Bruckner Blvd,40.803399,-73.919763,2304
5 Ave & 66 St,40.635679,-74.020005,2298
W 33 St & 7 Ave,40.7502,-73.990931,2291
E 171 St & 3 Ave,40.837119,-73.902185,2291
43 St & Broadway,40.757728,-73.916636,2285
1 Ave & E 16 St,40.732219,-73.981656,2282
Sigourney St & Columbia St,40.672672,-74.00879499999998,2275
34 St & 35 Ave,40.756933,-73.926223,2263
Melrose Ave & E 154 St,40.819609,-73.916071,2258
Southern Blvd & Avenue St. John,40.812769,-73.901583,2247
E 167 St & Clay Ave,40.83094000000001,-73.91125,2245
11 Ave & W 41 St,40.760301,-73.99884200000002,2243
8 St & Astoria Blvd,40.7725996921817,-73.93266275525094,2243
31 Rd & 21 St,40.766824,-73.930486,2242
Brook Ave & E 157 St,40.820713,-73.911759,2231
Seaman Ave & Isham St,40.869898661940454,-73.92076313495636,2227
3 Ave & Franklin Ave,40.82696,-73.907451,2224
Lafayette St & E 8 St,40.730207,-73.991026,2223
Wyckoff Ave & Gates Ave,40.699871,-73.91171800000002,2222
Little West St & 1 Pl,40.705693,-74.016777,2219
Greenwood Ave & E 4 St,40.650739,-73.977739,2215
Hoyt St & Warren St,40.6843549,-73.98901629,2212
Jerome Ave & W Fordham Rd,40.86294,-73.90108000000002,2198
34 Ave & 13 St,40.7638753,-73.9364848,2191
Graham Ave & Herbert St,40.719293,-73.945003,2189
W 163 St & Edgecombe Ave,40.835798,-73.937496,2187
45 Ave & 21 St,40.74737075646803,-73.94777297973631,2182
37 Ave & 35 St,40.7531106,-73.9279917,2182
Carroll St & Franklin Ave,40.667941,-73.9588,2179
Beck St & Leggett Ave,40.815077,-73.899939,2171
Park Ave & St Edwards St,40.696089,-73.978034,2171
W 190 St & Broadway,40.856487335235755,-73.93296986818314,2169
Richards St & Delavan St,40.67943270000001,-74.00785041,2162
Church Ave & McDonald Ave,40.642809,-73.979239,2159
Ft. Washington Ave & W 190 St,40.856906,-73.935662,2153
5 Ave & E 78 St,40.776321,-73.964274,2144
Broadway & 12 St,40.7668,-73.934777,2144
8 Ave & W 52 St,40.763707,-73.985162,2140
E 135 St & St Ann's Ave,40.805089,-73.91888900000002,2135
Intervale Ave & Westchester Ave,40.821967,-73.896752,2134
35 St & 21 Ave,40.776745,-73.90655799999998,2131
Prospect Ave & E 151 St,40.814232,-73.903927,2127
Featherbed Ln & Nelson Ave,40.846011,-73.919637,2127
2 Ave & 36 St,40.65708866668485,-74.00870203971863,2120
35 Ave & 37 St,40.755732,-73.923661,2117
Bridge St & York St,40.70133448066992,-73.98471236228944,2115
E 8 St & Caton Ave,40.648055,-73.972432,2109
Franklin Ave & E 169 St,40.83171,-73.90208,2103
Columbus Ave & W 72 St,40.777058,-73.978985,2096
W 22 St & 8 Ave,40.744751,-73.999154,2096
Boston Rd & E 167 St,40.828199,-73.903719,2092
Freeman St & Southern Blvd,40.830051,-73.892103,2086
43 St & 23 Ave,40.769673,-73.906018,2086
3 Ave & Wakeman Pl,40.638246,-74.024714,2080
W 204 St & Nagle Ave,40.863211,-73.920827,2076
57 St & 4 Ave,40.642622,-74.01686600000002,2073
31 St & Northern Blvd,40.751869,-73.933492,2073
Pacific St & Classon Ave,40.679194,-73.95879000000002,2071
Central Park West & W 76 St,40.778968,-73.973747,2067
E 165 St & Jerome Ave,40.83263,-73.925101,2065
8 Ave & W 31 St,40.750585,-73.994685,2062
48 St & 5 Ave,40.646351,-74.009271,2062
South St & Gouverneur Ln,40.703554,-74.006702,2061
Albany Ave & Fulton St,40.68001,-73.938475,2035
Spruce St & Gold St,40.710323,-74.004322,2029
36 Ave & 10 St,40.761437,-73.941126,2015
Lafayette Ave & Hunts Point Ave,40.816567,-73.888161,2015
E 10 St & Avenue A,40.727408,-73.98142,2010
31 St & Hoyt Ave N,40.771152,-73.917007,2005
Tinton Ave & E 165 St,40.824796,-73.90241999999998,2002
Walton Ave & E 153 St,40.822351,-73.926907,2000
Christopher St & Greenwich St,40.732916,-74.007114,1999
Dwight St & Van Dyke St,40.67363551341504,-74.01195555925368,1997
Centre St & Seneca Ave,40.69969,-73.9022,1995
40 Ave & Crescent St,40.753599,-73.937956,1995
Clinton St & Centre St,40.67434,-74.00194698,1986
Edgecombe Ave & W 150 St,40.826881,-73.941427,1975
