Start Station Name,Start Station Latitude,Start Station Longitude,Number of trips
E 5 St & Avenue C,40.72299208,-73.97995466,17431
Scholes St & Manhattan Ave,40.70870368,-73.9448625,17427
DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,17401
Riverside Dr & W 104 St,40.8013434,-73.97114574390001,17364
5 Ave & E 29 St,40.745167,-73.98683,17364
Market St & Henry St,40.71310702305908,-73.99446353316306,17308
Bergen St & Vanderbilt Ave,40.6794388,-73.96804379999998,17278
Willoughby Ave & Hall St,40.69196035,-73.96536851,17072
Lenox Ave & W 117 St,40.8025566,-73.9490782,17045
Monroe St & Tompkins Ave,40.686203000000006,-73.944694,17037
Vesey Pl & River Terrace,40.715337,-74.016583,17025
Kent Ave & S 11 St,40.7076449441757,-73.96841526031494,17018
2 Ave & E 29 St,40.741723,-73.978092,17000
E 4 St & 2 Ave,40.72628,-73.98978000000002,16976
Grand Ave & Bergen St,40.678045,-73.962408,16947
Central Park W & W 97 St,40.792495,-73.96417,16938
Centre St & Chambers St,40.712732,-74.004607,16900
Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,16886
Washington St & Barrow St,40.73191132323174,-74.008769094944,16773
Eastern Pkwy & Franklin Ave,40.67077670000001,-73.9576801,16770
6 Ave & Broome St,40.724308,-74.00473000000002,16755
E 81 St & York Ave,40.7728384,-73.94989233,16748
W 45 St & 8 Ave,40.759291,-73.988596,16739
Lewis Ave & Madison St,40.686312,-73.935775,16734
1 Ave & E 30 St,40.741443,-73.97536,16726
Warren St & W Broadway,40.71473993,-74.00910627,16636
Central Park W & W 103 St,40.795589541053424,-73.96188408136369,16476
Fulton St & Waverly Ave,40.68323865460341,-73.96599590778352,16468
27 St & Hunter St,40.7485,-73.941275,16450
E 19 St & 3 Ave,40.736245,-73.984737,16358
Adam Clayton Powell Blvd & W 126 St,40.809495347779475,-73.94776493310928,16294
Berkeley Pl & 7 Ave,40.675146838709786,-73.9752320945263,16271
E 89 St & 3 Ave,40.7806284,-73.9521667,16257
E 76 St & Park Ave,40.773763,-73.96222088,16202
E 59 St & Madison Ave,40.76350532,-73.97109243,16179
Columbus Ave & W 95 St,40.791955,-73.968087,16124
E 72 St & Park Ave,40.77118287540658,-73.96409422159195,16115
Riverside Dr & W 78 St,40.78414472,-73.98362492,16109
E 65 St & 2 Ave,40.76471851944339,-73.96222069859505,16090
India St & Manhattan Ave,40.73232194,-73.9550858,15951
Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,15909
E 84 St & Park Ave,40.77862688,-73.95772073,15810
Broadway & W 37 St,40.75172632,-73.98753523,15759
MacDougal St & Prince St,40.727102,-74.00296999999998,15753
E 45 St & 3 Ave,40.75255434,-73.97282625,15739
Howard St & Centre St,40.71910537,-73.99973337,15728
Central Park W & W 91 St,40.788664,-73.9668,15663
Clinton St\t& Cherry St,40.711471394469264,-73.98672603070736,15660
Front St & Washington St,40.70255,-73.989402,15643
E 74 St & 1 Ave,40.768973,-73.954822,15625
Amsterdam Ave & W 66 St,40.7746671,-73.98470567,15575
Riverside Dr & W 91 St,40.79313480986664,-73.97700369358063,15569
Broadway & Battery Pl,40.704633,-74.01361700000002,15564
Liberty St & Nassau St,40.70858894240581,-74.00935482235809,15546
Grand St & Samuel Dickstein Plaza,40.71511871996496,-73.98417055606842,15482
W 13 St & 7 Ave,40.73781500000001,-73.999946,15456
E 11 St & Avenue B,40.72746400000001,-73.979504,15450
E 40 St & Park Ave,40.750756,-73.978326,15431
DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,15429
Howard St & Lafayette St,40.71910537,-73.99973337,15389
LaGuardia Pl & W 3 St,40.72917,-73.998102,15373
Barrow St & Hudson St,40.731724,-74.006744,15371
W 16 St & The High Line,40.743349,-74.006817,15359
Wall St & South St,40.70437,-74.00636999999998,15336
3 Ave & Schermerhorn St,40.68683208,-73.9796772,15271
Cooper Square & Astor Pl,40.729514,-73.990752,15262
Columbia St & Rivington St,40.71739973,-73.98016555,15242
Queens Plaza North & Crescent St,40.751101,-73.940737,15214
11 Ave & W 59 St,40.771496,-73.99046,15182
John St & William St,40.70862144,-74.00722156,15180
Bergen St & Smith St,40.6867443,-73.99063168,15176
10 Ave & W 14 St,40.741981,-74.008315,15167
Vesey St & Church St,40.71221958009051,-74.01047229766846,15156
Frederick Douglass Blvd & W 115 St,40.8038654,-73.95593079999998,15141
Riverside Dr & W 72 St,40.780577,-73.985624,15132
E 88 St & Park Ave,40.781410700190015,-73.95595908164978,15129
Prospect Park West & 8 St,40.66514681533792,-73.97637605667114,15118
Washington Pl & 6 Ave,40.732241,-74.000263,15079
Broadway & W 53 St,40.76344058,-73.98268129,15077
W 48 St & Rockefeller Plaza,40.757936462436746,-73.97960275411606,15067
E 110 St & Madison Ave,40.7961535,-73.94782145,15010
Flushing Ave & Vanderbilt Ave,40.69795031569544,-73.97077560424805,14992
Fulton St & Irving Pl,40.68186,-73.95943199999998,14980
Old Slip & South St,40.703366866958646,-74.007867872715,14956
E 85 St & York Ave,40.77536905,-73.94803392,14955
E 6 St & Avenue D,40.72228,-73.976687,14952
West Drive & Prospect Park West,40.661063,-73.979452,14931
West Thames St,40.708346,-74.017134,14874
Avenue D & E 10 St,40.72506551015475,-73.97515833377837,14867
E 58 St & Madison Ave,40.763025942805186,-73.97209525108337,14866
Cambridge Pl & Gates Ave,40.68488,-73.96304,14854
Perry St & Bleecker St,40.735353,-74.00483,14853
3 St & 7 Ave,40.67038370000001,-73.97839676,14839
1 Ave & E 94 St,40.78172120000001,-73.94594000000002,14822
E 84 St & 1 Ave,40.775655,-73.950686,14764
Lexington Ave & E 36 St,40.747573,-73.9788,14730
Lenox Ave & W 111 St,40.798785,-73.9523,14696
Old Fulton St,40.70277159,-73.99383605,14679
Boerum Pl\t& Pacific St,40.68848905639242,-73.99116039276123,14657
5 Ave & 3 St,40.67281550000001,-73.98352355,14633
W 53 St & 10 Ave,40.766696,-73.990617,14618
E 102 St & 1 Ave,40.7869946,-73.94164802,14599
Howard St & Centre St,40.719105,-73.99973299999998,14595
Forsyth St & Canal St,40.715815,-73.994223,14571
Dean St & Franklin Ave,40.67759206937376,-73.95563721656801,14548
Willoughby Ave & Myrtle Ave,40.69757,-73.93098,14500
E 2 St & Avenue C,40.720873,-73.980857,14487
E 58 St &  1 Ave (NW Corner),40.759125,-73.96265799999998,14487
Amsterdam Ave & W 82 St,40.785246,-73.976673,14469
Adelphi St & Myrtle Ave,40.69308257,-73.97178913,14456
Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,14452
Mercer St & Spring St,40.723627,-73.999496,14434
31 Ave & 34 St,40.763154,-73.920827,14427
Sands St Gate,40.699569,-73.979827,14408
Devoe St & Lorimer St,40.71335226222875,-73.9491033554077,14406
Lexington Ave & E 24 St,40.740258,-73.984092,14392
5 Ave & E 87 St,40.782322607308814,-73.95987510681151,14386
Carlton Ave & Dean St,40.68097410000001,-73.97100970000002,14372
Central Park West & W 76 St,40.778967,-73.973747,14343
Clark St & Henry St,40.69760127,-73.99344559,14314
Henry St & Atlantic Ave,40.69089272,-73.99612349,14301
E 47 St & 1 Ave,40.75206862,-73.96784384,14293
Lispenard St & Broadway,40.719392,-74.002472,14252
West End Ave & W 78 St,40.783786,-73.981687,14249
Wards Meadow Comfort Station,40.78294,-73.93077,14237
E 75 St & 3 Ave,40.77112927,-73.95772297,14229
Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,14217
Catherine St & Monroe St,40.71117444,-73.99682619,14173
Lafayette Ave & St James Pl,40.68851534,-73.9647628,14171
Dock St & Front St,40.70270900000001,-73.99253,14169
W 11 St & 6 Ave,40.735324,-73.99800400000002,14114
Mercer St & Bleecker St,40.727063,-73.99662099999998,14103
Montague St & Clinton St,40.6942715,-73.9923272,14051
Duffield St & Willoughby St,40.69221589,-73.9842844,14047
Carlton Ave & Flushing Ave,40.697787,-73.973736,13989
North Moore St & Greenwich St,40.720195,-74.0103,13976
44 Dr & Jackson Ave,40.74718234,-73.9432635,13956
E 2 St & 2 Ave,40.725028,-73.990696,13953
Carroll St & Smith St,40.680611,-73.99475825,13952
Grove St & Broadway,40.69047,-73.923511,13930
Monroe St & Bedford Ave,40.6851443,-73.95380904,13924
W 42 St & 8 Ave,40.757569,-73.990985,13923
W 100 St & Broadway,40.797372,-73.970411,13915
Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,13905
E 58 St & 1 Ave (NW Corner),40.759125,-73.96265799999998,13894
Clinton St & Joralemon St,40.69239502,-73.99337909,13879
Hudson St & W 13 St,40.740057,-74.005274,13868
W 64 St & Thelonious Monk Circle,40.775159,-73.989186,13865
Grand St & Greene St,40.7217,-74.002381,13835
W 40 St & 5 Ave,40.752269,-73.982079,13832
E 41 St & Madison Ave,40.752165280621966,-73.97992193698882,13804
Banker St & Meserole Ave,40.72606,-73.95621,13727
Bank St & Hudson St,40.736528,-74.00618,13652
W 106 St & Amsterdam Ave,40.80083629999999,-73.9664492472,13641
Washington Pl & Broadway,40.729039,-73.994046,13639
Barclay St & Church St,40.71291224,-74.01020234,13599
Stanton St & Mangin St,40.71782143,-73.97628939,13599
Hicks St & Montague St,40.69512845,-73.99595065,13589
5 Ave & E 103 St,40.792255,-73.952499,13583
Astoria Park S & Shore Blvd,40.7767,-73.927631,13575
Sullivan St & Washington Sq,40.730477,-73.99906,13496
Stanton St & Chrystie St,40.722293,-73.991475,13494
West End Ave & W 94 St,40.7941654,-73.974124,13493
E 81 St & 3 Ave,40.77573034,-73.9567526,13491
W 17 St & 8 Ave,40.741776,-74.001497,13442
E 60 St & York Ave,40.759107,-73.959223,13416
N 15 St & Wythe Ave,40.724055,-73.955736,13381
Market St & Cherry St,40.71076228,-73.99400398,13372
Suydam St & Knickerbocker Ave,40.702013,-73.923769,13345
MacDougal St & Washington Sq,40.732263,-73.998522,13345
E 93 St & 2 Ave,40.78245417527987,-73.94891962409021,13344
N 6 St & Bedford Ave,40.717451,-73.95850899999998,13343
Rivington St & Ridge St,40.718502,-73.983298,13342
E 115 St & Lexington Ave,40.797911,-73.9423,13332
E 68 St & 3 Ave,40.76712840349542,-73.96224617958069,13331
Jay St & York St,40.70140317257725,-73.98672670125961,13331
W 116 St & Amsterdam Ave,40.8067581,-73.9607082,13330
Edgecombe Ave & W 141 St,40.820681,-73.945144,13306
Prospect Pl & Vanderbilt Ave,40.67767534269111,-73.96902143955232,13238
Bayard St & Baxter St,40.71602100000001,-73.99974300000002,13226
E 1 St & 1 Ave,40.723355,-73.988649,13225
Ave D & E 8 St,40.72368361,-73.97574813,13225
W 67 St & Broadway,40.774925,-73.982665,13199
Melrose St & Broadway,40.697481,-73.935877,13182
Broadway & Roebling St,40.70924826276157,-73.96063148975372,13172
10 St & 7 Ave,40.6662078,-73.98199886,13168
31 St & Newtown Ave,40.7675487799971,-73.92093345522879,13161
Park Pl & Church St,40.71334184275907,-74.00935515761375,13143
Maiden Ln & Pearl St,40.70706456,-74.00731853,13135
E 55 St & 2 Ave,40.75797322,-73.96603308,13092
Mt Morris Park W & W 120 St,40.804038,-73.945925,13092
E 91 St & 2 Ave,40.781122,-73.949655,13063
E 118 St & 1 Ave,40.79747,-73.93504,13008
Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,13002
E 106 St & Lexington Ave,40.791976,-73.945993,12999
Murray St & Greenwich St,40.714851,-74.011223,12980
E 89 St & York Ave,40.777945,-73.94604100000002,12966
W 50 St & 9 Ave,40.763604,-73.98917900000002,12964
Broad St & Bridge St,40.70365182,-74.01167797,12936
E 51 St & Lexington Ave,40.75714758,-73.97207836,12926
1 Ave & E 110 St,40.7923272,-73.9383,12919
Atlantic Ave & Furman St,40.691651,-73.999978,12912
Lafayette Ave & Classon Ave,40.68900443,-73.96023854,12907
W 29 St & 9 Ave,40.750072,-73.99839200000002,12906
3 Ave & E 71 St,40.76873687,-73.96119945,12903
E 78 St & 2 Ave,40.7727966,-73.95577801,12900
Lexington Ave & E 29 St,40.743115,-73.982153,12881
Myrtle Ave & Fleet Pl,40.693534,-73.981909,12877
Henry St & Middagh St,40.7003,-73.99158100000002,12872
West End Ave & W 107 St,40.8021174,-73.9681805305,12870
Grand Army Plaza & Plaza St West,40.672967,-73.97087900000002,12847
E 20 St & Park Ave,40.738274,-73.98751899999998,12845
Wyckoff Av & Stanhope St,40.703545,-73.917775,12796
W 76 St & Columbus Ave,40.780183,-73.977285,12766
28 St & 41 Ave,40.751047,-73.93796999999998,12756
Driggs Ave & Lorimer St,40.72179134,-73.95041540000003,12747
W 44 St & 5 Ave,40.75500200000001,-73.980144,12703
Clinton St & Tillary St,40.696232971293156,-73.99142056703569,12700
Washington Ave & Park Ave,40.69610226,-73.96751037,12679
Reade St & Broadway,40.71450451,-74.00562789,12641
Front St & Gold St,40.70224,-73.982578,12627
Broadway & Berry St,40.710445,-73.96525,12581
McKibbin St & Bogart St,40.706237,-73.933871,12557
W Broadway & Spring St,40.724946,-74.00165799999998,12551
Leonard St & Maujer St,40.71036854235229,-73.94705951213838,12518
W 89 St & Columbus Ave,40.788221,-73.970415,12516
Bergen St & 4 Ave,40.68256425759694,-73.97989779710771,12508
Cherry St,40.712199,-73.979481,12486
Hanson Pl & Ashland Pl,40.685068,-73.977907,12482
E 30 St & Park Ave S,40.744449,-73.983035,12424
South St & Whitehall St,40.701221,-74.012342,12411
Lexington Ave & Classon Ave,40.68676793,-73.95928168,12396
E 25 St & 1 Ave,40.738176,-73.977386,12376
9 Ave & W 18 St,40.743174,-74.003664,12369
Bond St & Fulton St,40.68962188790333,-73.98304268717766,12351
Classon Ave & St Marks Ave,40.6765198,-73.9596082,12347
3 St & Prospect Park West,40.668132,-73.973638,12334
Bayard St & Leonard St,40.71915571696044,-73.94885390996933,12334
W 26 St & 10 Ave,40.749717,-74.00295,12324
6 Ave & 9 St,40.668127,-73.98377641,12315
E 20 St & FDR Drive,40.733142,-73.975738,12292
S 3 St & Bedford Ave,40.712604,-73.962644,12289
W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,12286
E 12 St & 3 Ave,40.732232,-73.988899,12283
W 36 St & 9 Ave,40.754623,-73.99516700000002,12267
Sands St & Jay St,40.700119,-73.9862,12264
Cumberland St & Lafayette Ave,40.68753406,-73.97265183,12263
St Johns Pl & Washington Ave,40.6737236,-73.9631611,12260
Bialystoker Pl & Delancey St,40.71622644,-73.98261206,12244
Willoughby St & Fleet St,40.69196566,-73.9813018,12241
Forsyth St\t& Grand St,40.717798,-73.993161,12232
Madison Ave & E 99 St,40.78948541553215,-73.9524292945862,12229
Cathedral Pkwy & Broadway,40.804213,-73.96699100000002,12205
Clark St & Henry St,40.697601,-73.993445,12203
W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028,12172
W 18 St & 9 Ave,40.7435337324616,-74.00367558002472,12169
Dock 72 Way & Market St,40.69985,-73.97140999999998,12148
Jackson Ave & 46 Rd,40.74524768,-73.94733276,12133
Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,12133
Nassau Ave & Newell St,40.724812564400175,-73.94752621650694,12129
Thompson St & Bleecker St,40.7284,-73.999687,12075
1 Ave & E 6 St,40.72633,-73.986168,12056
Berry St & N 8 St,40.719009,-73.958525,12032
Murray St & West St,40.714978,-74.013012,11975
Steinway St & Broadway,40.759057954185856,-73.91897544264793,11946
Rivington St & Chrystie St,40.7211,-73.991925,11945
31 St & Ditmars Blvd,40.776168,-73.910485,11938
W 84 St & Columbus Ave,40.784999,-73.97283399999998,11902
Forsyth St & Broome St,40.718939,-73.992662,11888
E 47 St & Park Ave,40.755102,-73.974986,11863
Amsterdam Ave & W 125 St,40.813358,-73.956461,11855
Park Cir & East Dr,40.651566,-73.972212,11845
W 95 St & Broadway,40.79377,-73.971888,11841
Beaver St & Fayette St,40.70099,-73.93921,11839
E 9 St & Avenue C,40.725213,-73.977687,11839
2 Ave & E 96 St,40.783963,-73.94716700000002,11832
Plaza St West & Flatbush Ave,40.67502070000001,-73.97111473,11821
E 53 St & Lexington Ave,40.75828,-73.970694,11815
E 161 St & River Ave,40.827883,-73.927111,11779
N 11 St & Kent Ave,40.72248188638219,-73.95921930670737,11776
34 Ave & 38 St,40.756913,-73.921631,11750
W 37 St & 5 Ave,40.75038,-73.983389,11714
Suffolk St & Stanton St,40.720664,-73.985179,11712
Duane St & Greenwich St,40.71748752,-74.0104554,11664
Washington Park,40.6917823,-73.97372990000002,11647
W 106 St & Central Park West,40.798185,-73.96059,11589
Sharon St & Olive St,40.715353,-73.93856,11583
Marcus Garvey Blvd & Macon St,40.682601,-73.938037,11581
Madison Ave & E 26 St,40.742684,-73.986713,11562
Suydam St & Broadway,40.69544000000001,-73.93223,11455
E 11 St & 2 Ave,40.730473,-73.986723,11435
E 55 St & 2 Ave,40.757973,-73.966033,11429
Schermerhorn St & Court St,40.69102925677968,-73.99183362722397,11374
Congress St & Clinton St,40.688255165980046,-73.99545192718506,11357
Macon St & Nostrand Ave,40.6809833854,-73.9500479759,11353
President St & 4 Ave,40.676757,-73.983262,11350
Madison Ave & E 82 St,40.778131,-73.960693,11349
Franklin Ave & St Marks Ave,40.6758324,-73.95616770000002,11345
W 42 St & Dyer Ave,40.75898400000001,-73.993799,11343
E 82 St & East End Ave,40.7724607,-73.9468208,11331
Riverside Dr & W 104 St,40.801343,-73.97114499999998,11312
E 50 St & Park Ave,40.757334,-73.974235,11265
W 52 St & 11 Ave,40.767272,-73.993928,11234
Broadway & W 36 St,40.750977,-73.987654,11233
India St Pier,40.731734785883454,-73.96123901025929,11173
Johnson St & Gold St,40.69474881,-73.98362464,11152
William St & Pine St,40.707179,-74.008873,11104
S Portland Ave & Hanson Pl,40.68539567,-73.97431458,11089
Center Blvd & 51 Ave,40.74336608027021,-73.95960688591003,11088
Gansevoort St & Hudson St,40.739448,-74.00506999999998,11073
Riverside Dr & W 82 St,40.787208,-73.98128100000002,11069
E 58 St & Madison Ave,40.763025,-73.972095,11056
Pleasant Ave & E 116 St,40.7949879,-73.9333349,11056
W 84 St & Broadway,40.786794,-73.977112,11037
Crescent St & 34 Ave,40.76108,-73.930562,11015
Harrison St & Hudson St,40.71870987,-74.0090009,11009
Madison Ave & E 120 St,40.80295,-73.942954,10991
St Nicholas Ave & W 134 St,40.816234,-73.948222,10988
2 Ave & E 104 St,40.7892105,-73.94370784,10981
Baltic St & 5 Ave,40.6795766,-73.97854971,10939
E 81 St & York Ave,40.772838,-73.949892,10933
South St & Gouverneur Ln,40.703553,-74.006702,10917
Motorgate,40.7639089,-73.9477213,10895
Bergen St & Smith St,40.686744,-73.99063100000002,10887
Carroll St & 5 Ave,40.6751622,-73.9814832,10885
Broadway & Kosciuszko St,40.69329000000001,-73.92851999999998,10854
3 Ave & E 62 St,40.763125,-73.96526800000002,10838
W 74 St & Columbus Ave,40.7785669,-73.97754961,10825
Garfield Pl & 8 Ave,40.6711978,-73.97484126,10809
Bank St & Washington St,40.736196,-74.00859200000002,10796
Center Blvd & 48 Ave,40.745038,-73.957539,10753
E 98 St & Park Ave,40.78813,-73.95206,10702
E 48 St & 5 Ave,40.75724500000001,-73.978059,10690
Crescent St & 30 Ave,40.768692,-73.9249574,10680
E 56 St & 3 Ave,40.759345,-73.967596,10668
Crescent St & Broadway,40.7633589,-73.92864709999998,10664
E 43 St & 2 Ave,40.750223,-73.971214,10623
W 107 St & Columbus Ave,40.7997568,-73.9621128676,10595
17 St & 5 Ave,40.663493,-73.991007,10585
Lorimer St & Calyer St,40.72795,-73.95414,10572
Wyckoff Av & Jefferson St,40.707165,-73.923711,10572
3 Ave & E 72 St,40.7699426,-73.96060712,10544
E 81 St & 2 Ave,40.774779,-73.954274,10529
Lexington Ave & E 111 St,40.79541210000001,-73.9441232,10527
E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.96226227283478,10525
21 St & Hoyt Ave S,40.774645,-73.92370600000002,10515
Douglass St & 4 Ave,40.67927879999999,-73.98154004,10505
Carroll St & 6 Ave,40.6740886,-73.9787282,10502
Lenox Ave & W 133 St,40.81296,-73.941878,10489
Underhill Ave & Pacific St,40.6804836,-73.9646795,10442
Driggs Ave & N 9 St,40.718169,-73.955201,10436
Douglass St & 3 Ave,40.6802133,-73.98432695,10429
Greene Ave & Nostrand Ave,40.68833370000001,-73.950916,10424
Grand St & Havemeyer St,40.712868,-73.956981,10423
Lenox Ave & W 126 St,40.808442,-73.945208,10408
Stockholm St & Wilson Ave,40.699304,-73.92304399999998,10392
Kingston Ave & Herkimer St,40.67890679,-73.94142771,10383
4 Ave & 3 St,40.673746,-73.985649,10370
Pearl St & Hanover Square,40.704717,-74.00926,10358
Fulton St & Utica Ave,40.6794268,-73.92989109999998,10347
E 89 St & 3 Ave,40.780628,-73.952166,10293
Eastern Pkwy & Washington Ave,40.6716493,-73.9631145,10285
Avenue D & E 3 St,40.720828,-73.97793100000001,10267
W 51 St & 6 Ave,40.760659,-73.98042,10251
Pike St & Monroe St,40.711731,-73.99193000000002,10239
Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,10160
Fulton St & William St,40.70955900000001,-74.006536,10159
Hudson St & Reade St,40.71625,-74.009105,10158
Bedford Ave & Nassau Ave,40.723116,-73.952123,10149
Broadway & Madison St,40.68822,-73.91966,10105
E 68 St & Madison Ave,40.7691572,-73.96703464,10085
Fulton St & Pearl St,40.707721,-74.004386,10071
Adam Clayton Powell Blvd & W 132 St,40.813539,-73.94521,10054
Clinton St & Union St,40.6831164,-73.99785267,10047
DeKalb Ave & Franklin Ave,40.69064807082943,-73.95746178925037,10031
Halsey St & Tompkins Ave,40.68236870000001,-73.944118,10016
Jay St & York St,40.701403000000006,-73.986726,9982
Adam Clayton Powell Blvd & W 130 St,40.81234600000001,-73.946168,9979
Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,9959
Bergen St & Vanderbilt Ave,40.679438,-73.96804300000002,9946
E 51 St & 1 Ave,40.754557,-73.965929,9932
Spring St & Hudson St,40.725839,-74.007653,9921
E 114 St & 1 Ave,40.79456629999999,-73.9362541,9912
E 91 St & Park Ave,40.783501,-73.955327,9907
Cadman Plaza E & Tillary St,40.69597683,-73.99014892,9906
Madison St & Clinton St,40.71269042,-73.98776323,9897
Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,9894
Franklin St & W Broadway,40.719115,-74.00666600000002,9871
E 84 St & Park Ave,40.778626,-73.95772,9863
Court St & State St,40.690237,-73.99203,9862
Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,9856
Greene Ave & Throop Ave,40.6894932,-73.942061,9839
E 47 St & 2 Ave,40.75323,-73.970325,9774
Old Fulton St,40.70277100000001,-73.993836,9756
31 St & 23 Ave,40.7747878,-73.91255509999998,9749
Adam Clayton Powell Blvd & W 138 St,40.81695971032464,-73.9422959089279,9742
E 91 St & Park Ave,40.7835016,-73.955327,9728
Washington Ave & Greene Ave,40.68650065,-73.96563307,9683
E 14 St & Avenue B,40.729386,-73.977724,9676
Knickerbocker Ave & George St,40.704425,-73.92836,9655
Irving Ave & Jefferson St,40.70538,-73.92535,9641
W 46 St & 11 Ave,40.763413,-73.996674,9634
Kent Ave & S 11 St,40.707644,-73.96841500000002,9621
Riverside Dr & W 138 St,40.823168,-73.955857,9605
Fulton St & Adams St,40.692418,-73.989494,9564
2 Ave & E 125 St,40.802554,-73.933509,9561
Broadway & W 38 St,40.752996,-73.987216,9554
St. Nicholas Ave & W 126 St,40.811432,-73.951877,9554
E 16 St & Irving Pl,40.735367,-73.987973,9552
1 Ave & E 44 St,40.750019,-73.969053,9547
Union St & 4 Ave,40.6772744,-73.98282002,9512
E 77 St & 3 Ave,40.773142,-73.958561,9512
N 12 St & Bedford Ave,40.720798,-73.954847,9483
Lenox Ave & W 140 St,40.817245,-73.938787,9473
E 53 St & Madison Ave,40.75971,-73.974023,9452
Warren St & Smith St,40.68542400997018,-73.99127773940562,9445
E 48 St & 3 Ave,40.754601,-73.971878,9443
Degraw St & Smith St,40.6829151,-73.99318208,9426
E 65 St & 2 Ave,40.764718,-73.96222,9422
Edgecombe Ave & W 145 St,40.823498,-73.94386,9412
St James Pl & Pearl St,40.71117416,-74.00016545,9405
Hancock St & Bedford Ave,40.68216564,-73.95399026,9402
Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,9399
E 66 St & Madison Ave,40.768008893059466,-73.96845281124116,9393
DeKalb Ave & S Portland Ave,40.68981,-73.97493100000001,9392
Morningside Ave & W 123 St,40.81,-73.9551508,9367
Wilson Ave & Troutman St,40.70166,-73.92754000000002,9344
Bushwick Ave & Harman St,40.69356,-73.92524,9331
Lenox Ave & W 115 St,40.8011939,-73.9500739,9321
Graham Ave & Withers St,40.7169811,-73.94485918,9304
Frederick Douglass Blvd & W 145 St,40.823061,-73.941928,9301
Soissons Landing,40.69231660719192,-74.01486575603484,9296
Spruce St & Nassau St,40.711463,-74.005524,9289
Columbia Heights & Cranberry St,40.70037867,-73.99548059,9283
E 116 St & 2 Ave,40.796879,-73.93726099999998,9260
Amsterdam Ave & W 79 St,40.782939,-73.978651,9253
Broadway & W 58 St,40.766953,-73.981693,9241
E 81 St & Park Ave,40.77677702,-73.95900970000002,9240
Watts St & Greenwich St,40.724055,-74.009659,9224
Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,9218
Prospect Pl & 6 Ave,40.6793307,-73.97519523,9209
State St & Smith St,40.68926942,-73.98912867,9208
Bushwick Ave & Powers St,40.71247661,-73.94100005,9206
Pleasant Ave & E 116 St,40.794987,-73.933334,9205
Union Ave & Jackson St,40.7160751,-73.95202900000002,9196
24 St & 41 Ave,40.752474,-73.939991,9184
Marcy Ave & Lafayette Ave,40.6900815,-73.94791500000002,9181
E 106 St & Madison Ave,40.79343370000001,-73.94945003,9176
Melrose Ave & E 150 St,40.816827,-73.917338,9169
Hope St & Union Ave,40.711673,-73.951413,9161
Wyckoff St & Nevins St,40.683426,-73.984275,9157
Sullivan Pl & Franklin Ave,40.66407983678161,-73.96025128666679,9155
1 Ave & E 94 St,40.78172100000001,-73.94594000000002,9150
Park Pl & Franklin Ave,40.67418060000001,-73.95649470000002,9120
Pacific St & Nevins St,40.6853761,-73.98302136,9119
W 15 St & 10 Ave,40.742753,-74.007473,9111
45 Rd & 11 St,40.74708586,-73.94977234,9105
Calyer St & Jewel St,40.72984,-73.94839,9100
E 3 St & 1 Ave,40.724677,-73.98783399999998,9087
Bedford Ave & Montgomery St,40.665816,-73.95693399999998,9068
6 Ave & 21 St,40.66016,-73.990974,9066
E 76 St & Park Ave,40.773763,-73.96222,9066
Schermerhorn St & Bond St,40.688417,-73.984516,9052
2 Ave & E 99 St,40.7862586,-73.94552579,9043
Central Ave & Starr Street,40.700003,-73.92834,9029
East End Ave & E 86 St,40.77518615,-73.94446054,8983
Riverside Dr & W 91 St,40.793134,-73.977003,8978
6 St & 7 Ave,40.66866270000001,-73.97988067,8974
Stagg St & Union Ave,40.70877,-73.950952,8946
Pike St & E Broadway,40.714066,-73.992939,8931
Knickerbocker Ave & Thames St,40.70539,-73.92976,8917
3 Ave & Schermerhorn St,40.686832,-73.979677,8915
Morgan Ave & Lombardy St,40.72226,-73.93889,8902
Centre St & Worth St,40.714948,-74.002344,8878
Lafayette Ave & Fort Greene Pl,40.686918,-73.976682,8850
Prospect Park West & 8 St,40.665146,-73.976376,8841
Boerum St & Broadway,40.70538077,-73.94976519,8829
E 106 St & 1 Ave,40.7892529,-73.93956237,8827
W 181 St & Riverside Dr,40.85168,-73.94185999999998,8811
Henry St & Degraw St,40.6847514,-73.99917254,8799
West End Ave & W 94 St,40.794165,-73.974124,8796
DeKalb Ave & Vanderbilt Ave,40.689407,-73.96885400000002,8777
